          0.0027094824          0.0041777676          0.1416917515    0.1171802647E-11
         -0.0040947048          0.0085255779          0.1425731734    0.1166092628E-11
         -0.0108329642          0.0042497826          0.1444979512    0.1179690500E-11
         -0.0109065965         -0.0046169289          0.1466125707    0.1230487396E-11
         -0.0041104714         -0.0090714310          0.1465143918    0.1247265813E-11
          0.0027673481         -0.0045525297          0.1435183505    0.1216363052E-11
          0.0174325318          0.0046553217          0.1349771946    0.1307950446E-11
          0.0105403410          0.0089466490          0.1371795597    0.1490246843E-11
          0.0104444889          0.0173059685          0.1354457025    0.1286611035E-11
          0.0026167101          0.0221820509          0.1362276367    0.1266068666E-11
         -0.0040916251          0.0181705417          0.1388429158    0.1441148858E-11
         -0.0106832368          0.0223328087          0.1379147912    0.1245482804E-11
         -0.0181758199          0.0176721930          0.1397952191    0.1243250295E-11
         -0.0183224675          0.0092341307          0.1426481215    0.1477901322E-11
         -0.0247478003          0.0049022596          0.1424156528    0.1300923201E-11
         -0.0249013338         -0.0051698633          0.1435891414    0.1332984976E-11
         -0.0185496333         -0.0097047037          0.1459362296    0.1589079364E-11
         -0.0186356456         -0.0187647738          0.1465880734    0.1436442376E-11
         -0.0110044128         -0.0241781008          0.1476842106    0.1487006307E-11
         -0.0041222755         -0.0195725328          0.1469341879    0.1678458816E-11
          0.0028361912         -0.0238576651          0.1446319204    0.1482064972E-11
          0.0108487991         -0.0182689485          0.1408742723    0.1439924076E-11
          0.0107681519         -0.0094649150          0.1401804984    0.1581733684E-11
          0.0176024770         -0.0050259450          0.1361515344    0.1342567579E-11
          0.0316575699          0.0044029950          0.1282103533    0.1254894070E-11
          0.0257658863          0.0091868375          0.1304792751    0.1421032498E-11
          0.0273132315          0.0178504265          0.1286684341    0.1204758288E-11
          0.0219963681          0.0216539836          0.1302957653    0.6540391974E-12
          0.0157774648          0.0213547242          0.1325503737    0.6525646444E-12
          0.0109319161          0.0338596043          0.1307196160    0.1188776226E-11
          0.0035950831          0.0316110436          0.1326278102    0.1347193735E-11
         -0.0019479250          0.0373464865          0.1309179098    0.1142045530E-11
         -0.0103077643          0.0367072232          0.1316578933    0.1166993625E-11
         -0.0135770006          0.0310610451          0.1341982668    0.1281465878E-11
         -0.0221524962          0.0321120410          0.1339849380    0.1090412915E-11
         -0.0245185910          0.0240253608          0.1371105825    0.1322790012E-11
         -0.0312127559          0.0225491310          0.1366384799    0.1146864185E-11
         -0.0349250038          0.0142675506          0.1370014398    0.1181253390E-11
         -0.0325522624          0.0073111355          0.1390258795    0.1344101106E-11
         -0.0374109794         -0.0000680700          0.1375302293    0.1152982526E-11
         -0.0363354916         -0.0095451103          0.1383990202    0.1300994364E-11
         -0.0316303081         -0.0122380277          0.1410681590    0.1335422493E-11
         -0.0318243937         -0.0233361248          0.1403872197    0.1258702535E-11
         -0.0251814316         -0.0253280304          0.1435600459    0.1553090993E-11
         -0.0229964379         -0.0344816560          0.1433983437    0.1366184163E-11
         -0.0153199436         -0.0391382416          0.1452875749    0.1535126135E-11
         -0.0098737045         -0.0353979429          0.1465454143    0.1606327354E-11
         -0.0018459281         -0.0415613882          0.1452521797    0.1493404891E-11
          0.0039818303         -0.0346266784          0.1440887085    0.1677767727E-11
          0.0117182186         -0.0368698325          0.1411116655    0.1465852706E-11
          0.0161777297         -0.0305606822          0.1388789534    0.7485771296E-12
          0.0164539493         -0.0227288115          0.1380983482    0.7861642243E-12
          0.0279739903         -0.0185861930          0.1317254282    0.1302109382E-11
          0.0261053279         -0.0096302660          0.1321330956    0.1486268364E-11
          0.0318270663         -0.0047328419          0.1286898341    0.1269959778E-11
          0.0437091204          0.0022588331          0.1223363154    0.6680475918E-12
          0.0382270654          0.0068054083          0.1246767252    0.6554474654E-12
          0.0422386319          0.0183154436          0.1221114049    0.1289402831E-11
          0.0352385296          0.0222570396          0.1247509305    0.1307360560E-11
          0.0351541920          0.0309671137          0.1239166404    0.1304127067E-11
          0.0267379481          0.0336851437          0.1267078840    0.1293985009E-11
          0.0249589784          0.0412016603          0.1253677140    0.1288560598E-11
          0.0180803062          0.0429107841          0.1263466224    0.6499003188E-12
          0.0123981130          0.0404509986          0.1281001719    0.5953809838E-12
          0.0036661602          0.0502625370          0.1255742293    0.1218127627E-11
         -0.0019454699          0.0462986763          0.1272817236    0.1189760353E-11
         -0.0095453504          0.0505755490          0.1258559670    0.1153910895E-11
         -0.0146742938          0.0450494236          0.1282469366    0.1172553321E-11
         -0.0219093471          0.0472090004          0.1272100337    0.1122759071E-11
         -0.0261183132          0.0399177959          0.1304076615    0.1157377926E-11
         -0.0326121431          0.0403204015          0.1296330822    0.1131008944E-11
         -0.0384407129          0.0337258293          0.1312381450    0.1186203412E-11
         -0.0378511931          0.0272195315          0.1334723402    0.1132936181E-11
         -0.0448696213          0.0215018984          0.1322026342    0.1166516288E-11
         -0.0430263444          0.0142615293          0.1336379771    0.1160912869E-11
         -0.0480564804          0.0073151653          0.1316273358    0.1138075419E-11
         -0.0448138567         -0.0000580189          0.1334951483    0.1182152285E-11
